Id,Name,Zone,Toldescribe,Description,Tel,Add,Zipcode,Region,Town,Travellinginfo,Opentime,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Map,Gov,Px,Py,Orgclass,Class1,Class2,Class3,Level,Website,Parkinginfo,Parkinginfo_Px,Parkinginfo_Py,Ticketinfo,Remarks,Keyword,Changetime
C1_397000000A_000193,天工開物-R23橋頭火車站,nan,為沿續高雄捷運「用藝術與世界交朋友」的主軸，橋頭捷運車站延請美濃窯朱邦雄博士創作橋頭站陶壁公共藝術作品。這座位於二號出入口的巨幅陶壁作品寬九公尺、高十二公尺，命名為天工開物。這座藝術作品由1311塊陶板組合而成，耗費陶土超過70公噸，橫貫中央的幾何圖形象徵城市建構的抽象意識，上下兩端則是孕育蔗糖的土地；載運蔗糖的火車橫越橋頭大地，撥開雲霧，開啟臺灣的現代化紀元。天工開物震撼人心的巨作，是藝術家對土地的謳歌，也是對橋頭最美的讚頌。,為沿續高雄捷運「用藝術與世界交朋友」的主軸，橋頭捷運車站延請美濃窯朱邦雄博士創作橋頭站陶壁公共藝術作品。,886-7-7938888,高雄市825橋頭區站前街12之1號,825.0,高雄市,橋頭區,nan,06:00–00:00,https://khh.travel/image/168/640x480,r23橋頭火車站-天工開物1_高雄捷運提供,nan,nan,nan,nan,nan,397000000A,120.31097,22.76025,nan,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023/08/25 01:11:42
C1_397000000A_000195,橋頭白樹彩繪村,nan,座落於橋頭糖廠及省道附近的白樹社區，原本只是個平凡無奇的小村落，2011年在橋仔頭文史協會的推動，找來了8位創作者，幫白樹社區進行老房屋彩繪，以白樹社區的信仰中心代天府為起點向左右延伸，風格各自不同的創作品有的詭異、詼諧，有的可愛、溫馨，有的與農村文化結合、有些另類作品造成衝突反差，讓單調的紅磚或鐵皮屋增添色彩，也為老舊的農村注入活潑嶄新的動力，有些斷垣殘壁在藝術家巧手回春下，反而變成最熱門的裝置藝術角落。遊客可以開心和心儀的塗鴨創作合影留念，更可自在漫步社區間，享受農村慢活悠閒的氛圍。,座落於橋頭糖廠及省道附近的白樹社區，原本只是個平凡無奇的小村落，2011年在橋仔頭文史協會的推動，找來了8位創作者，幫白樹社區進行老房屋彩繪，以白樹社區的信仰中心代天府為起點向左右延伸，風格各自不同的創作品有的詭異、詼諧，有的可愛、溫馨，有的與農村文化結合、有些另類作品造成衝突反差，讓單調的紅磚或鐵皮屋增添色彩，也為老舊的農村注入活潑嶄新的動力，有些斷垣殘壁在藝術家巧手回春下，反而變成最熱門的裝置藝術角落。遊客可以開心和心儀的塗鴨創作合影留念，更可自在漫步社區間，享受農村慢活悠閒的氛圍。,886-7-7995678,高雄市825橋頭區白樹路和建樹路交叉口,825.0,高雄市,橋頭區,nan,全天候開放,https://khh.travel/image/1143/640x480,橋頭白樹彩繪村01,nan,nan,nan,nan,nan,397000000A,120.30386,22.75988,nan,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023/11/28 17:53:21
C1_397000000A_000198,烏山頂泥火山自然保留區,nan,全世界共有27處泥火山活動，燕巢區深水村內的深水農林牧場是臺灣泥火山地型最發達的地方，面積達3.88公頃。為了保護此一特殊景觀，農委會1992年開始公告此地為「烏山頂泥火山自然保留區」。泥火山的形成是地殼下的旗山斷層錯動破裂，使水份滲入地底下與泥岩和成泥漿，然後高壓氣體沿著裂隙將泥漿噴出地表，堆積成泥火山，本區有擁有三座錐型泥火山，最高的泥火山可達3.5公尺，坡度約為50度，是一座典型的噴泥錐。每隔數秒即噴發一次，濃稠的泥漿沿錐面流下，形成舌狀的泥流，可及的範圍達直徑70公尺，且常有不時噴出的泥漿和氣體，這些氣體常可被點燃，或自行燃燒。若為教育學術用途要進入自然保留區參觀，必需先填寫申請表，將可觀察珍貴的惡地地型、泥火山及自然生態。,全世界共有27處泥火山活動，高雄也能看得到，位於燕巢區深水村內的深水農林牧場是台灣泥火山地型最發達的地方。,886-7-7995678,高雄市824燕巢區金山里深水段183之8號,824.0,高雄市,燕巢區,nan,08:00–17:30,https://khh.travel/content/images/Attractions/48980/640x480_attractions-image-wpen0gem9ukco983gmcl2q.jpeg,烏山頂泥火山自然保留區,nan,nan,nan,nan,nan,397000000A,120.40597,22.79603,nan,11,nan,nan,nan,nan,nan,nan,nan,nan,*入內需填寫「烏山頂泥火山進入許可申請表」方可進入。,nan,2023/11/28 15:46:05
C1_397000000A_000203,市民廣場,nan,鹽埕埔是昔日高雄最早發展、最繁華興盛的地區，位於中正四路與大勇路口的「鹽埕市民廣場」是由舊時的鹽埕圓環重新規劃改建，最特別是是廣場中的噴泉遊樂區，每天在特定時段以音樂搭配水舞及燈光，歡樂悠閒的氣氛很有南國情調。此外廣場內設有立體的藝術燈箱、光雕景觀牆、悠雅的林蔭步道，無論日夜晨昏各有不同風情。市民廣場與二二八和平公園比鄰，國際會議中心、歷史博物館也在一街之隔，廣場的綠意與噴泉是繁忙都會生活中一抺清新與涼意，是親子共遊、清涼消暑的好去處。,鹽埕埔位於中正四路與大勇路口的「鹽埕市民廣場」是由舊時的鹽埕圓環重新規劃改建，歡樂悠閒的氣氛很有南國情調。,886-7-5513316,高雄市803鹽埕區中正四路、大勇路口,803.0,高雄市,鹽埕區,nan,全天候開放,https://khh.travel/image/1191/640x480,市民廣場04,nan,nan,nan,nan,nan,397000000A,120.28558,22.62557,nan,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/04/19 16:42:54
C1_397000000A_000204,興達港(情人碼頭),nan,興達漁港－烏金的故鄉興達港緊臨情人碼頭，最負盛名的是有海上黑金之稱的烏魚，每年冬至前後的烏魚季，烏魚子、魚乾、魚膘及烏魚胗為茄萣帶來巨大的經濟利益，興達港不僅是臺灣最大的烏魚子產地，也因近海漁業及養殖漁業發達，成為生鮮海產的集中地。近年經高雄市政府重新規劃擴建，原本傳統的漁村結合在地特色與觀光休閒文化後，轉化成新興的現代漁港，是全臺規模最大最現代化的漁港。興達港為近海漁港，小型船隻於深夜凌晨出海，接近中午時分返港下貨拍賣，現撈的肉魚、白帶、馬加、午仔魚等等鮮美可口，民眾在此可以參觀卸貨批發過程，也可將鮮美海味買回家大快朵頤。興達港觀光漁市興達港觀光漁市前身為興達港，經高雄市經濟發展局輔導後，於104年12月11日經高雄市議會同意設置於道路範圍內之攤販臨時集中場並同時正名為「興達港觀光漁市」，每到漁船返港交易完畢的黃昏時刻，大批的生鮮的攤販進駐，市場販賣著各式「現撈仔」漁獲，包含：各式鮮魚、活蝦、貝類及活蟹等，是臺灣人最喜愛的餐桌海鮮。各式香味撲鼻的海味小吃、熟食讓人開懷嚐鮮，茄萣的特產烏魚子、香魚片、扁魚乾及魚皮更是遊客最愛的伴手禮，逛完黃金海岸、情人碼頭，不妨來觀光漁市享受平價美食與採購的樂趣。如有想前來採買民眾，請記得GOOGLE導航搜尋「興達港觀光漁市」或「 高雄市茄萣區大發路88號」，若仍有疑問，可以逕洽該漁市管理人員，連絡電話0963-563-779。興達港情人碼頭、海上劇場茄萣興達港情人碼頭一改傳統漁港印象，充滿摩登現代的海洋風情。碼頭旁最聚焦的是海上劇場造型獨特的二座白色尖塔，在艷陽下耀眼如揚帆出海的大船，晚上則在變化多端的燈光照射下繽紛華麗，猶如海上明珠。情人碼頭提供各式新穎好玩的水上活動諸如風帆、獨木舟&hellip;讓水上活動愛好者享受乘風破浪的樂趣，而濱海遊樂區的沙灘遼闊、沙質柔細，更是踏浪戲水的好去處。遊客可在碼頭旁的觀光漁市中，購買各式現撈現煮的海鮮，享用在地海鮮的美味，飽餐一頓之後，沿著興達港情人碼旁濱海木棧道與遊伴一起悠閒漫步，或坐在觀海草地上沐浴在黃昏夕陽餘暉中。當海面上閃著金光燦然的晚霞，情人碼頭上的七彩燈光也跟著亮起，將海上劇場的優美尖峰造型倒映在海面上，情人碼頭上儷影雙雙，心心相印廣場柔美的心型裝置將海邊的夜色暈染得無比浪漫，是有情人必到的約會聖地，也是大型節慶活動的最佳地點。濱海公園茄萣濱海公園位在台17線濱海公路旁，佔地約5公頃左右，長900公尺的海岸線遍植優美的木麻黃防風林及欖仁樹，有完善的觀景平台及遊樂、健身器材共遊客使用，濱海公園串連興達港、茄萣濕地、情人碼頭等景點，民眾可以騎著自行車或步行來此戲水遊玩或觀賞一望無際的海岸風光，尤其是夕陽西下時，海面上金光點點映照著滿天彩霞，看之心曠神怡、無限暢快。未來巨象未來巨象是五月天2014年於高雄世運主場館及香港紅磡演唱會上的囑目焦點，這座高3.5公尺、長6.2公尺、重量達1噸的大型裝置藝術於功成身退後落腳興達港情人碼頭，賦於了新的意義。由於五月天合唱團連續三年擔任高雄市代言人，這座象徵沉穩、巨大、善良的巨象，未來將永遠在海風中擔任守護者，留住愛情的美好記憶與幸福。興達海洋驛站「興達海洋驛站」原為安檢所廳舍，由海巡署南部分署改建，參觀時可沿著繽紛的彩繪牆走進驛站，以烏魚為意象設計的展覽空間，搭配海廢製作的海洋生物，十分吸睛。興達海洋驛站毗鄰興達漁港，附近有興達港觀光漁市、情人碼頭、濱海公園、興達火力發電廠、茄萣溼地、賜福宮及郭常喜文物館等文化資產及生態場所。因此，可結合周邊地景生態，作為「知海」海洋環境教育推廣處所，宣導生態保育環境教育，達到「寓教於樂」功能。服務內容：❶ 簡易旅遊諮詢❷ 遊客休憩空間❸ 驛站導覽解說❹ 海洋政策宣導❺ 海巡署工作內容簡介地址：高雄市茄萣區大發路1號電話：07-6987206,緊臨情人碼頭，傳統漁村結合地方文化與觀光休閒後，轉化成新興的現代漁港，推薦冬至前後烏魚季，來臺灣最大烏魚子產地－興達港。,886-7-6988233,高雄市852茄萣區崎洛里大發路88號,852.0,高雄市,茄萣區,nan,全天候開放,https://khh.travel/content/images/Attractions/20116/640x480_attractions-image--xlzj8hvjuot8tbda9d7eq.jpg,興達港-空拍港灣,nan,nan,nan,nan,nan,397000000A,120.19391,22.86843,nan,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024/04/14 00:01:33
C1_397000000A_000206,澄清湖風景區,nan,位在鳥松區的澄清湖占地遼闊，原為曹公圳的灌溉埤塘，是高雄市的第一大湖，以三橋、六勝、八景為著名景點，園區設有7公里的環湖步道、青年活動中心，提供旅人體驗野營、從事各種戶外運動遊戲的絕佳場所。走在沿著湖面圍繞的環湖路線，沿途欣賞點綴其間的亭台樓閣，而自然生態豐富的園區，總吸引過境的水鳥，讓人能夠賞鳥、享受風景宜人、恬靜淡泊的休閒度假好去處。三橋名勝之一：九曲橋全長230公尺的九曲橋，以曲折有緻的九彎橋身為澄清湖畫上美麗豐富的層次。當旅人漫步橋上欣賞湖光山色時，潔白玲瓏的橋身倒映於碧綠湖水上，成為澄清湖最迷人的風景，尤其月明時刻，皎潔月影倒映粼粼湖水，因而贏得八景之一「曲橋釣月」的美名。在中興塔上俯瞰都市景觀順著步道而行，不時可見醒目的中式高塔，中興塔是澄清湖中最高的建築，潔白的塔身、紅色的拱頂，7層樓高的八角型中式寶塔，屹立於澄清湖的樹海之中亮麗而醒目。塔內有雙層迴旋式石梯169級，登高望遠不僅將湖區美景盡收眼底，還能眺望市區的高樓大廈都市景色，隱約可見高雄港船隻的海港風光。迷宮花園榮獲2022建築景觀類園冶獎肯定，成全台最大的生態迷宮花園，從上空鳥瞰為一對鴛鴦心心相印的造型，內部設置各種親子闖關設施，是近期最夯的親子旅遊首選。電影《魔戒》為發想的哈比屋，夢幻童話場景不用出國即可體驗；還有以下水道巨型涵管組成的五彩繽紛涵管迷宮，達120公分高，孩子彷彿變身電玩裡的超級瑪利歐，可在涵管中自由探索。在涵管的周遭，則是以廣闊綠地的空間設計，讓休憩用餐之際又可接近大自然，孩子在磨石子溜滑梯及草皮上盡情玩樂。,優美的九曲橋，倒映在波光粼粼的湖水上，古樸典雅的中式庭園建築結合青山綠水地景，讓人彷彿來到西湖。,886-7-3700821,高雄市833鳥松區大埤路32號,833.0,高雄市,鳥松區,公車：可於高雄火車站前搭高雄市公車60路、紅30A(白天延駛澄清湖)，前鎮站搭70路，金獅湖站搭79路，捷運鳳山西站轉橘12鳳青幹線(白天延駛澄清湖)。客運：可於鳳山市搭高雄客運603、701路。高雄小港國際機場有高雄客運班車至鳳山，AM6：30至PM9：40，約30分一班。,4月至9月：06:00–18:0010月至3月：06:00–17:30週一公休,https://khh.travel/content/images/Attractions/18665/640x480_attractions-image-7pecwyzwve2qfacpyjenoq.jpg,景色優美的澄清湖及著名的九曲橋,nan,nan,nan,nan,nan,397000000A,120.35377,22.66039,nan,15,nan,nan,nan,nan,大型車：NT$60小型車：平日NT$60、假日NT$100機車：NT$30,nan,nan,全票：NT$100半票：NT$50(年滿65歲以上遊客、6歲以上12歲以下兒童、軍人、警察、下午5時以後進入者)團體票：8折優待(30人以上)免費票：高雄市民持國民身分證者(本人免...,"*入園人數採「定額總量管制」，每日以7,000人為原則，高雄市民免費入園限額5,000人，以園區入口處之看板做為管制人數之依據。*每日關園後實施清園，非園方或工作人員，不得於非開放...",nan,2024/03/22 18:57:51
C1_397000000A_000207,舊鐵橋濕地教育園區（大樹舊鐵橋）,nan,舊鐵橋濕地教育園區位於大樹區，範圍由斜張橋到高屏大橋的高屏溪右岸，綿延300公頃的溪畔建構了親水步道、河岸自行車道、自然生態區、公園綠地及咖啡廣場等等，其中，舊鐵橋溼地生態公園佔有100多公頃面積。這個視野遼闊、自然風光秀麗的濕地教育園區，結合了大樹區特有而且眾多的宗教、文化、歷史古蹟、自然生態、水利文化及風景，是國內非常獨特的休閒觀光及教育景點。是高屏溪河畔最佳的賞景點，豐富的動、植物生態，除了是親子一同學習遊玩的好地方，也是攝影愛好者絕佳的取景地，太陽升起時的甦醒天光，與日落倒映水面的水色彩霞，像一幅幅風景畫。園區內的「高屏舊鐵橋」為國定古蹟，在1913年完工，如長虹般橫跨在高屏溪上連結高屏二地的鐡路運輸，為臺灣民生及經濟發展寫下重要的一頁，也是當時亞洲最長的鐵橋，今透過活化修復，成為舊鐵橋天空步道，搭建觀景平台供遊客休憩。舊鐵橋天空步道高屏舊鐵橋原名為下淡水溪鐵橋，由日本工程師飯田豐二監造，在1913年完工，為單軌鐵道，全長1526公尺的鐵橋，由24組鋼衍架及花崗岩紅磚橋墩組成，如長虹般橫跨在高屏溪上連結高屏二地的鐡路運輸，為臺灣民生及經濟發展寫下重要的一頁，也是當時亞洲最長的鐵橋。走過百年歲月的舊鐵橋早已功成身退，但歷史、文化及建築上的意義卻值得永續留存，在鐵橋建造百年的2014年，市府特地以「不損及任何一根原始構件」為原則活化修復，打造長307公尺、寬8公尺的舊鐵橋天空步道，在枕木的空隙加裝鋼版、提供民眾行走、單車牽行，並搭建觀景平台讓遊客休憩。登上天空步道，除了可以近距離體會古蹟與鐵橋建築之美，一旁可見火車呼嘯而過。高屏溪畔青翠的濕地、秀麗的山川河流也在晨光夕照中展現多層次的壯濶瑰麗，飽覽自然風光、體驗歷史況味，心胸也為之寛濶開朗。舊鐵橋濕地公園位於舊鐵橋到高屏大橋之間，以人工開鑿了13個人工埤塘，利用氣曝、沉砂及微生物之淨水功能，達到以大自然淨化水源的功能。濕地公園堅持不用除草劑，以人工生態維護保育高屏溪河岸，使濕地公園區塑造了良好友善的植物生長環境及鳥類、水生動物的棲地。在這片生機盎然的翠綠園地中，遊客可以由完善的步道及自行車道一覽無遺的享受自然風景，並近距離的觀察上百種野生動物與水生植物，豐富的自然生態與靜謐的河岸風光是視覺與心靈的最佳享受。高屏溪攔河堰需以公文申請，才可進入參觀有鑑於南臺灣降雨不均，用水量日益龐大，高屏溪攔河堰興建於高雄市大樹區境內，距高屏鐵路橋上游二公里處。自西元2000年營運後，每日取水量為大高雄地區的每日用水量63%，是目前大高雄地區最重要的水源。高屏溪攔河堰全長960公尺，其中固定堰674公尺、活動橡皮壩8座，共長286公尺，並設有「魚道」可供迴游性魚類溯上產卵。此攔河堰僅有抬高水位而無蓄水功能，利用國內首座自製橡皮壩攔河堰在低水位時攔水、豐水期則壩體傾倒浥注下游水源，對河防安全及水源取得貢獻極大而把對生態的破壞降到最低。在攔河堰管理處還設有水資源館，對高屏溪水資源的永續利用有詳盡的圖文說明，極具教育意義。,沿著高屏溪畔，打造了綿延300公頃的自然與人文天堂，廣達100多公頃的溼地生態公園，與百年舊鐵橋空中步道都是重要景點。,886-7-6522292,高雄市840大樹區竹寮里竹寮路109號,840.0,高雄市,大樹區,搭乘火車則在九曲堂火車站下車，步行或搭計程車前往。,全天候開放,https://khh.travel/content/images/Attractions/37575/640x480_attractions-image-jad3dyc62e6etwavps7v4w.jpg,夕陽染橘大樹舊鐵橋,nan,nan,nan,nan,nan,397000000A,120.42698,22.66231,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024/02/04 00:01:09
C1_397000000A_000208,鳳山縣舊城,nan,奠基於清朝康熙年間的鳳山縣舊城位於現在的左營區，是清朝政府統治臺灣後鳳山縣第一處縣城所在，也是臺灣第一座土造城牆。清朝乾隆年間林爽文事變舊城陷落，政經勢力遷移至下埤頭街(今鳳山區)，是為鳳山新城。但新城因為盜賊亂事頻仍，不易防守，道光年間(1862年)又糾集官民力量，在舊城原址重建臺灣第一座石造堅固城池，為如今左營鳳山縣舊城。鳳山縣舊城歷經日治、國民政府遷台及城市發展，如今只留下東門、南門、北門及部份城牆遺構，已列為國定古蹟。鳳山舊城的城牆是由柴山咾咕石建構，內填三合土，上拱則來自大陸的花崗石。現存北門(拱辰門)位於勝利路、義民巷、埤仔頭街交會處，城門構造尚稱完好，左右延伸的城牆尚有百多公尺，石砌呈六角型，門外兩側有神荼及鬱壘浮雕彩繪門神，雕工精細，為非常獨特。西門(奠海門) ：位於左營自助新里內，僅遺城牆一截，約百餘公尺，其門額「西門」現存於打狗英國領事館官邸內展示。東門又稱鳳儀門，城門尚完整，城牆延存有五百餘公尺，右連永清國小，左接海光新里，城上共設九個雉堞並建有斜坡狀馬道，分作七級。南門位於左營大路與鼓山三路交叉口，其城門額書「啟文門」勒石文字至今仍完好如初。撫今追昔，左營鳳山舊城幾度滄桑，在新左營商圈工商繁盛的榮景中，舊城古樸敦厚的身影靜靜地守候著、訴說著先民在臺灣三百多年來的開創歷史。,奠基於清朝康熙年間的鳳山縣舊城位於現在的左營區，是清朝政府統治臺灣後鳳山縣第一處縣城所在，也是台灣第一座土造城牆。,886-7-2225136,高雄市813左營區勝利路117號,813.0,高雄市,左營區,nan,全天候開放,https://khh.travel/image/457/640x480,鳳山縣舊城-北門01,nan,nan,nan,nan,nan,397000000A,120.29053,22.68025,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/06/21 11:38:42
C1_397000000A_000209,大崗山風景區,nan,大崗山範圍橫跨岡山、燕巢、阿蓮和田寮四區，幅員遼闊廣大，海拔最高312公尺，居高臨下的地勢優勢，在過去曾為封閉的軍事重鎮，入山還得經過申請；現在的大崗山風景區，不僅遍佈古剎名塔，亦為登山步道熱門景點，更有神秘的石灰岩地形值得一探究竟。風景區內林蔭茂密，有著原始的生態景觀，地質屬珊瑚礁石灰岩，加上其特殊的階梯斷層構造，形成多樣且迷人的自然景觀，在清代就以「崗山樹色」名列「鳳山八景」。園區面積廣大，大致區分為前山的如意公園、宗教區及自然生態區，三區之間有各式步道供民眾健行休憩。前山遍佈古剎名塔，香客絡繹不絕，後山則有珍貴稀有的石灰岩地質奇景，像是盤龍峽谷一線天、石母乳與一線天等自然奇景，吸引不少民眾一探究竟，嘆為觀止。如意公園緊鄰阿蓮區的入口，設有大型兒童遊戲區及草坪綠地供親子同樂，百年四代古榕及樹屋共生是最讓人駐足的奇景，園中的廣場適合大型活動，尤以每年在此舉辦的「大崗山龍眼蜂蜜文化節」最受市民歡迎。宗教園區由於山景清逸脫俗，使得大崗山的清修寺庵遍佈山區，並得「臺灣佛山」之美稱，尤以歷史超過200年的超峰寺名列高雄市八景中的「超峰晚鐘」最負盛名。走訪幽靜寺院或古剎名塔，在暮鼓晨鐘的莊嚴氛圍中享受山林清芬，會是一趟身心都受洗滌的宗教之旅。天靈洞天靈洞，為海底冒出的天然石灰岩地形，相傳清朝時一名顏姓總兵，為躲避追兵而藏身於此，因次原名為「顏總洞」，民國76年台北松山靈天宮奉旨選為開基之地，將它改為「天靈洞」。 　　此洞由石灰岩自然形成葫蘆型，東西各一出入口， 內祀福德正神、關聖帝君、濟公等，岩洞僅容一人進入，洞穴從小至大，長度不長、很快就能到達另一端，另一端別有洞天，出口處設有涼亭可居高望遠，俯瞰岡山地區。大崗山三角點（三角公園旁）大崗山也稱做大岡山，海拔312公尺，名列台灣小百岳之一（No.74），也是舊高雄縣10大名山，地處二仁溪與阿公店溪的分水嶺上，立有三等三角點499號，但基石位於軍營中，一般人無法進入。改以「崗山營山」的「省府圖根補點」取代大崗山的正式三角點，基石旁另有一根水泥柱。大崗山自然生態區生態園區面積八十公頃，園區中有多條曲折通幽的林蔭步道連結，以造形各異的美麗涼亭、平台提供遊客休憩賞景。挺拔的綠竹、相思樹林、羊蹄甲、櫻花道、黃金風鈴木&hellip;在步道旁依四季時序開放，沿途觀賞大崗山生態之美，荷花點點的生態池則是觀察鳥類及水中生物最佳的地點。大崗山自然生態園區沿途可見豐富的自然生態及人文景觀，如詩如畫般的景緻宛如世外桃源，夜間遠眺山下如繁星點點的燈火，又有另一番風情。石母乳與一線天石母乳與一線天位於大崗山後山，可由田寮區的朝元寺方向進入，後山少了大批的遊客、多了原始天然的綠意。大崗山屬於珊瑚礁石灰岩地型，步道沿途可見不少山洞溝槽，為原始山林增添不少神秘氣息。山區的石灰岩壁千百年來經過岩融過程，岩壁的紋理如同飛瀑流動，景緻奇幻，碧水洞後的石灰岩沈積物經過漫長歲月形成鐘乳石，終年滴水不斷的奇特景觀被當地人稱之為石母乳。走過石母乳旁的山中棧道，像劈裂天地般的高達二至三公尺的峽谷聳立眼前，頗有大自然開天闢地的壯闊感。相傳在明朝年間大崗山忽然發出「山鳴」，山脊自南向北龜裂，形成這道長約百米的山溝，由於入內仰望可見天空自成一線，故名「一線天」。一線天地處石灰岩地質斷層溝谷構造，山壁上處處可見溶蝕地形，看似流動實為岩石的地型，是觀察大自然鬼斧神工地質的踏青好去處。盤龍峽谷一線天位於大崗山後山的盤龍峽谷一線天，長達285公尺，峽谷深度目前無相關紀錄，據悉是幾年前由在地協會在後山勘查地形時，所發現的神秘景點，與石母乳與一線天都屬於石灰岩地質與地質等作用所形成的特殊峽谷奇景。人走在峽谷其間顯得格外渺小，四周被險峻峭壁環繞，抬頭向上望可感受峽谷之壯觀，「盤龍峽谷一線天」因岩塊頂上長滿桑科盤龍木而得名，盤龍木猶如藤類往上延伸生長，雖然因峽谷頂端茂密的林蔭，而遮蔽了大部分的陽光，但滿滿綠意卻也為陰暗的峽谷增添生命力。此處隱密不易找尋，可從生態園區「心涼亭」後方的山林小徑走入，沿途有臨時性的景點指示字樣，大約走30分鐘左右可抵達，但此路線並非已規劃完善的健行路線，想要前往搜密的民眾，請注意自身安全，建議由熟識山路的人帶領。※此景點蚊子特多，請事先做好防蚊措施。,橫跨岡山、燕巢、阿蓮和田寮四區，海拔最高312公尺，曾為封閉的軍事重鎮，現為遍佈古剎名塔及登山步道的熱門景點。,886-7-6311177,高雄市822阿蓮區復安路,822.0,高雄市,阿蓮區,nan,全天候開放,https://khh.travel/content/images/Attractions/37239/640x480_attractions-image-huayxgtjzuwdb8v2dvyfjw.jpg,盤龍峽谷一線天,nan,nan,nan,nan,nan,397000000A,120.34497,22.85971,nan,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2022/11/28 17:49:09
C1_397000000A_000212,大寮包公廟,nan,1969年創建，是目前全臺奉祀包公為主神的最大廟宇。三殿試建造的開封宮，所供奉的是黑臉包公，及所謂的「文身包公」，就是包拯本人。建築深具規模，前殿為包公主殿、中殿為五佛殿、第三為玉皇殿，廟前一對巨形金獅，氣勢磅礡。這座廟也是大寮當地人的信仰中心，對於遊客來說，包公廟極為少見，來到大寮區遊玩建議安排時間來此廟參觀。,1969年創建，是目前全臺奉祀包公為主神的最大廟宇。三殿試建造的開封宮，所供奉的是黑臉包公，及所謂的「文身包公」，就是包拯本人。建築深具規模，前殿為包公主殿、中殿為五佛殿、第三為玉皇殿，廟前一對巨形金獅，氣勢磅礡。這座廟也是大寮當地人的信仰中心，對於遊客來說，包公廟極為少見，來到大寮區遊玩建議安排時間來此廟參觀。,886-7-7880919,高雄市831大寮區開封街120號,831.0,高雄市,大寮區,nan,05:00–21:00,https://khh.travel/image/79/640x480,大寮包公廟01,nan,nan,nan,nan,nan,397000000A,120.41166,22.58945,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023/11/29 11:49:08
C1_397000000A_000213,高雄市立電影館,nan,座落在愛河畔的高雄電影館，於2001年成立，空間小巧精緻，館內每天定時播放售票電影，並提供多種放映設備、電影叢書、藝術類影片及紀錄片，是高雄第一個電影文化推廣的社教單位。電影館緊鄰愛河旁，館舍由高雄電影節的吉祥物－火球膠卷人環繞，吸引許多熱愛電影的民眾前來。夜晚點點藍紫光芒的燈飾與愛河的波光互相呼應，當微風輕拂，在電影館前廣場散步的戀人低頭私語，透露出愛河的浪漫情懷。「高雄市電影館」位於愛河西岸，是以「國民戲院」的概念經營，曾力抗政治力量干預，播映維吾爾族流亡領袖熱比婭紀錄片「愛的十個條件」，引起各界關注; 館內展示可以看到「高雄的老戲院」、「電影中的高雄」、「南方電影人」等高雄歷史文化中的電影文化，進而在未來電影發展史中，為高雄找到新的使命與定位。,緊鄰愛河旁，吸引許多熱愛電影的市民前來，在夜晚散發的點點藍紫光芒與愛河的波光互相呼應，在電影館前廣場散步，透露出愛河的浪漫情懷,886-7-5511211,高雄市803鹽埕區河西路10號,803.0,高雄市,鹽埕區,捷運：橘線O2鹽埕埔站2號、3號出口，沿新樂街向東，往愛河方向步行五分鐘即可到達。 公車：從五福路方向前往：0北、0南、11、25、33、50、214、五福幹線，於華王大飯店與大成街交叉口 下車後，沿河西路往北步行即可到達。從中正路方向前往：0北、0南、25、60、76、77、91、219、248，於歷史博物館下車後，沿河西路往南步行即可到達。從捷運站方向前往：0北、橘1、11...,13:30–21:30(週一公休),https://khh.travel/content/images/Attractions/50432/640x480_attractions-image-qe9fc-pmt0gqm0hhd8_93q.jpg,高雄市立電影館建築外貌,nan,nan,nan,nan,nan,397000000A,120.28878,22.62244,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024/02/17 16:11:25
